,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
61,Effects of proton pump inhibitors on calcium carbonate absorption in women: A randomized crossover trial,"O'Connell, MB; Madden, DM; Murray, AM; Heaney, RP; Kerzner, LJ",AMERICAN JOURNAL OF MEDICINE,2005,778,781,3,0,246,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,18,23,20,23,22,24,14,17,16,20,18,18,5
62,"Frailty, hospitalization, and progression of disability in a cohort of disabled older women","Boyd, CM; Xue, QL; Simpson, CF; Guralnik, JM; Fried, LP",AMERICAN JOURNAL OF MEDICINE,2005,1225,1231,6,0,245,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,10,13,24,25,18,22,26,27,22,19,5
63,Grip strength predicts cause-specific mortality in middle-aged and elderly persons,"Sasaki, Hideo; Kasagi, Fumiyoshi; Yamada, Michiko; Fujita, Shoichiro",AMERICAN JOURNAL OF MEDICINE,2007,337,342,5,0,243,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,15,15,16,19,17,23,35,23,25,37,4
64,The prevalence and impact of alcohol problems in major depression: A systematic review,"Sullivan, LE; Fiellin, DA; O'Connor, PG",AMERICAN JOURNAL OF MEDICINE,2005,330,341,11,0,243,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,12,11,11,21,13,23,14,22,20,32,32,3
65,The end of the disease era,"Tinetti, ME; Fried, T",AMERICAN JOURNAL OF MEDICINE,2004,179,185,6,0,241,14.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,10,18,9,20,16,13,18,12,23,18,27,32,2
66,Caffeine and muscle cramps: A stimulating connection,"Molema, Martijn M.; Dekker, Marieke C.; Voermans, Nicol C.; van Engelen, Baziel G.; Aarnoutse, Rob E.",AMERICAN JOURNAL OF MEDICINE,2007,1,2,1,0,3,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5
67,Rheumatoid arthritis: Diagnosis and management,"Majithia, Vikas; Geraci, Stephen A.",AMERICAN JOURNAL OF MEDICINE,2007,936,939,3,0,238,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,24,21,23,26,18,21,18,23,28,2
68,Celecoxib versus naproxen and diclofenac in osteoarthritis patients: SUCCESS-I study,"Singh, G; Fort, JG; Goldstein, JL; Levy, RA; Hanrahan, PS; Bello, AE; Andrade-Ortega, L; Wallemark, C; Agrawal, NM; Eisen, GM; Stenson, WF; Triadafilopoulos, G",AMERICAN JOURNAL OF MEDICINE,2006,255,266,11,0,237,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,28,24,20,21,19,14,14,13,9,14,10,5,12
69,Effects of weekend admission and hospital teaching status on in-hospital mortality,"Cram, P; Hillis, SL; Barnett, M; Rosenthal, GE",AMERICAN JOURNAL OF MEDICINE,2004,151,157,6,0,234,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10,8,13,17,16,19,15,27,20,19,22,18,19,4
70,Epidemiology of viral respiratory infections.,"Monto, Arnold S",AMERICAN JOURNAL OF MEDICINE,2002,4,12,8,0,234,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,6,9,6,19,13,20,17,23,21,11,23,15,15,15,1
71,The renin-angiotensin-aldosterone system and the kidney: Effects on kidney disease,"Brewster, UC; Perazella, MA",AMERICAN JOURNAL OF MEDICINE,2004,263,272,9,0,231,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,16,14,13,14,19,23,21,14,11,11,11,18,9,10,2
72,The risk of infection after nasal colonization with Staphylococcus aureus,"Safdar, Nasia; Bradley, Elisa A.",AMERICAN JOURNAL OF MEDICINE,2008,310,315,5,0,228,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,37,29,20,24,24,17,11,16,14,13,2
73,Frailty: An emerging Geriatric syndrome,"Ahmed, Nasiya; Mandel, Richard; Fain, Mindy J.",AMERICAN JOURNAL OF MEDICINE,2007,748,753,5,0,225,16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,12,26,26,27,20,20,19,23,15,15,3
74,Adherence to pharmacologic therapy in patients with type 2 diabetes mellitus,"Rubin, RR",AMERICAN JOURNAL OF MEDICINE,2005,27,34,7,0,224,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,13,12,20,17,23,27,22,17,15,14,17,1
75,"Bisphosphonate Therapy for Osteoporosis: Benefits, Risks, and Drug Holiday","McClung, Michael; Harris, Steven T.; Miller, Paul D.; Bauer, Douglas C.; Davison, K. Shawn; Dian, Larry; Hanley, David A.; Kendler, David L.; Yuen, Chui Kin; Lewiecki, E. Michael",AMERICAN JOURNAL OF MEDICINE,2013,13,20,7,0,221,27.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,35,34,28,29,22,10
76,Prospective comparison of three validated prediction rules for prognosis in community-acquired pneumonia,"Aujesky, D; Auble, TE; Yealy, DM; Stone, RA; Obrosky, DS; Meehan, TP; Graff, LG; Fine, JM; Fine, MJ",AMERICAN JOURNAL OF MEDICINE,2005,384,392,8,0,221,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,21,20,26,23,20,19,16,13,10,6,15,6,7,9
77,Obstructive Sleep Apnea as a Risk Factor for Type 2 Diabetes,"Botros, Nader; Concato, John; Mohsenin, Vahid; Selim, Bernardo; Doctor, Kervin; Yaggi, Henry Klar",AMERICAN JOURNAL OF MEDICINE,2009,1122,1127,5,0,220,18.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,25,23,27,33,25,22,18,19,6
78,Impact of cardiac rehabilitation on depression and its associated mortality,"Milani, Richard V.; Lavie, Carl J.",AMERICAN JOURNAL OF MEDICINE,2007,799,806,7,1,219,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,20,8,33,14,23,14,20,18,15,16,24,2
79,Perioperative cardiovascular mortality in noncardiac surgery: Validation of the Lee cardiac risk index,"Boersma, E; Kertai, MD; Schouten, O; Bax, JJ; Noordzij, P; Steyerberg, EW; Schinkel, AFL; van Santen, M; Simoons, ML; Thomson, IR; Klein, J; van Urk, H; Poldermans, D",AMERICAN JOURNAL OF MEDICINE,2005,1134,1141,7,0,219,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,17,17,35,15,18,23,17,11,8,9,15,12,13
80,The incidence of adverse drug events in two large academic long-term care facilities,"Gurwitz, JH; Field, TS; Judge, J; Rochon, P; Harrold, LR; Cadoret, C; Lee, M; White, K; LaPrino, J; Erramuspe-Mainard, J; DeFlorio, M; Gavendo, L; Auger, J; Bates, DW",AMERICAN JOURNAL OF MEDICINE,2005,251,258,7,0,218,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,12,22,17,21,21,15,27,10,11,11,10,7,14
81,"Smoking intensity, duration, and cessation, and the risk of rheumatoid arthritis in women","Costenbader, Karen H.; Feskanich, Diane; Mandl, Lisa A.; Karlson, Elizabeth W.",AMERICAN JOURNAL OF MEDICINE,2006,503,511,8,0,216,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,16,19,13,13,20,24,11,16,19,20,19,4
82,C-reactive protein is an independent predictor of severity in community-acquired pneumonia,"Chalmers, James D.; Singanayagam, Aran; Hill, Adam T.",AMERICAN JOURNAL OF MEDICINE,2008,219,225,6,0,214,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,14,26,25,18,15,15,26,21,10,15,3
83,Natural history of hepatitis B e antigen to antibody seroconversion in patients with normal serum aminotransferase levels,"Chu, CM; Hung, SJ; Lin, J; Tai, DI; Liaw, YF",AMERICAN JOURNAL OF MEDICINE,2004,829,834,5,0,213,12.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,22,12,19,17,20,19,11,16,14,16,9,8,10,5
84,"Pathophysiology, clinical consequences, and treatment of tumor lysis syndrome","Davidson, MB; Thakkar, S; Hix, JK; Bhandarkar, ND; Wong, A; Schreiber, MJ",AMERICAN JOURNAL OF MEDICINE,2004,546,554,8,0,213,12.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,22,9,13,18,21,19,27,3,14,12,8,14,5,10,6
85,The effects of inhaled corticosteroids in chronic obstructive pulmonary disease: a systematic review of randomized placebo-controlled trials.,"Alsaeedi, Abdullah; Sin, Don D; McAlister, Finlay A",AMERICAN JOURNAL OF MEDICINE,2002,59,65,6,0,212,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,24,22,31,23,17,12,4,3,5,7,7,3,5,7,2,3
86,Fluoroquinolone prescribing in the United States: 1995 to 2002,"Linder, JA; Huang, ES; Steinman, MA; Gonzales, R; Stafford, RS",AMERICAN JOURNAL OF MEDICINE,2005,259,268,9,0,211,13.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,16,16,17,13,17,12,17,17,6,12,16,14,5
87,Congestion in acute heart failure syndromes: An essential target of evaluation and treatment,"Gheorghiade, Mihai; Filippatos, Gerasimos; De Luca, Leonardo; Burnett, John",AMERICAN JOURNAL OF MEDICINE,2006,3,10,7,0,210,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,10,15,12,19,13,19,24,29,18,25,4
88,"Incretin-Based Therapies for Type 2 Diabetes Mellitus: Properties, Functions, and Clinical Implications","Nauck, Michael A.",AMERICAN JOURNAL OF MEDICINE,2011,19,34,15,0,209,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,40,41,19,28,12,16,6,1
89,Migraine Headache and Ischemic Stroke Risk: An Updated Meta-analysis,"Spector, June T.; Kahn, Susan R.; Jones, Miranda R.; Jayakumar, Monisha; Dalal, Deepan; Nazarian, Saman",AMERICAN JOURNAL OF MEDICINE,2010,612,624,12,0,207,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,10,18,18,33,32,28,22,30,6
90,"Effect of insulin resistance, dyslipidemia, and intra-abdominal adiposity on the development of cardiovascular disease and diabetes mellitus","Rader, Daniel J.",AMERICAN JOURNAL OF MEDICINE,2007,12,18,6,1,207,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,25,18,20,13,19,15,8,15,10,18,13,1
91,Prevalence and outcomes of anemia in geriatrics: A systematic review of the literature,"Beghe, C; Wilson, A; Ershler, WB",AMERICAN JOURNAL OF MEDICINE,2004,3,10,7,0,207,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,6,13,13,10,15,17,23,18,13,18,14,16,3
92,Effects of geriatric evaluation and management on adverse drug reactions and suboptimal prescribing in the frail elderly,"Schmader, KE; Hanlon, JT; Pieper, CF; Sloane, R; Ruby, CM; Twersky, J; Francis, SD; Branch, LG; Lindblad, CI; Artz, M; Weinberger, M; Feussner, JR; Cohen, HJ",AMERICAN JOURNAL OF MEDICINE,2004,394,401,7,0,205,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,8,8,11,16,14,22,13,18,8,20,11,15,14,13
93,"Scurvy, a Not-So-Ancient Disease","Jiang, Audrey W.; Vijayaraghavan, Mahima; Mills, Elliot G.; Prisco, Anthony R.; Thurn, Joseph R.",AMERICAN JOURNAL OF MEDICINE,2018,185,186,1,0,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
94,"Adherence to Healthy Lifestyle Habits in US Adults, 1988-2006","King, Dana E.; Mainous, Arch G., III; Carnemolla, Mark; Everett, Charles J.",AMERICAN JOURNAL OF MEDICINE,2009,528,534,6,1,204,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,25,29,24,16,15,9,17,27,14,4
95,Current overview of statin-induced myopathy,"Rosenson, RS",AMERICAN JOURNAL OF MEDICINE,2004,408,416,8,0,204,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,28,20,24,14,9,17,17,7,11,6,8,7,6,3,1
96,The Pathology of Atherosclerosis: Plaque Development and Plaque Responses to Medical Treatment,"Insull, William, Jr.",AMERICAN JOURNAL OF MEDICINE,2009,3,14,11,0,202,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,9,13,7,17,17,12,17,28,42,1
97,Prospective comparison of patient experience with colon imaging tests,"Bosworth, Hayden B.; Rockey, Don C.; Paulson, Erik K.; Niedzwiecki, Donna; Davis, Wendy; Sanders, Linda L.; Yee, Judy; Henderson, Jim; Hatten, Paul; Burdick, Steve; Sanyal, Arun; Rubin, David T.; Sterling, Mark; Akerkar, Geetanjali; Bhutani, Manoop S.; Binmoeller, Kenneth; Garvie, John; Bini, Edmund J.; McQuaid, Kenneth; Foster, William L.; Thompson, William M.; Dachman, Abe; Halvorsen, Robert",AMERICAN JOURNAL OF MEDICINE,2006,791,799,8,0,202,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,22,23,25,22,17,12,15,13,11,4,10,7,23
98,Pulmonary Embolism Presenting as Persistent Hiccups,"Thind, Munveer; Cohen, David A.",AMERICAN JOURNAL OF MEDICINE,2018,51,52,1,0,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
99,Incidence of intracranial hemorrhage in patients with atrial fibrillation who are prone to fall,"Gage, BF; Birman-Deych, E; Kerzner, R; Radford, MJ; Nilasena, DS; Rich, MW",AMERICAN JOURNAL OF MEDICINE,2005,612,617,5,0,200,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,15,11,11,17,14,16,12,17,25,15,14,6
100,The effects of cognitive impairment on mortality among hospitalized patients with heart failure.,"Zuccala, Giuseppe; Pedone, Claudio; Cesari, Matteo; Onder, Graziano; Pahor, Marco; Marzetti, Emanuele; Lo Monaco, Maria R; Cocchi, Alberto; Carbonin, Pierugo; Bernabei, Roberto",AMERICAN JOURNAL OF MEDICINE,2003,97,103,6,0,200,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,12,8,11,17,8,19,18,12,29,13,12,10,12,10
101,Barriers to adult immunization,"Johnson, David R.; Nichol, Kristin L.; Lipczynski, Kim",AMERICAN JOURNAL OF MEDICINE,2008,28,35,7,0,199,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,10,9,15,17,23,23,12,23,31,17,3
102,Dysautonomia in the joint hypermobility syndrome.,"Gazit, Yael; Nahir, A Menahem; Grahame, Rodney; Jacob, Giris",AMERICAN JOURNAL OF MEDICINE,2003,33,40,7,0,199,11.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,5,6,9,8,6,16,8,16,18,19,18,18,23,13,4
103,Clinical characteristics of patients with acute pulmonary embolism: Data from PIOPED II,"Stein, Paul D.; Beemath, Afzal; Matta, Fadi; Weg, John G.; Yusen, Roger D.; Hales, Charles A.; Hull, Russell D.; Leeper, Kenneth V., Jr.; Sostman, H. Dirk; Tapson, Victor F.; Buckley, John D.; Gottschalk, Alexander; Goodman, Lawrence R.; Wakefied, Thomas W.; Woodard, Pamela K.",AMERICAN JOURNAL OF MEDICINE,2007,871,879,8,0,198,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,15,16,13,16,18,15,17,18,24,19,16,15
104,Subglottic secretion drainage for preventing ventilator-associated pneumonia: a meta-analysis,"Dezfulian, C; Shojania, K; Collard, HR; Kim, HM; Matthay, MA; Saint, S",AMERICAN JOURNAL OF MEDICINE,2005,11,18,7,0,198,12.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,12,18,22,24,20,17,16,4,11,12,10,7,6
105,Long-term prognosis and causes of death in systemic lupus erythematosus,"Doria, Andrea; Iaccarino, Luca; Ghirardello, Anna; Zampieri, Sandra; Arienti, Silvia; Sarzi-Puttini, Piercarlo; Atzeni, Fabiola; Piccoli, Antonio; Todesco, Silvano",AMERICAN JOURNAL OF MEDICINE,2006,700,706,6,0,196,13.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,6,17,11,9,17,23,17,17,15,18,17,9
106,Effect of thiazolidinediones on body weight in patients with diabetes mellitus.,"Fonseca, Vivian",AMERICAN JOURNAL OF MEDICINE,2003,42,48,6,0,195,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,15,17,14,12,12,12,6,12,12,11,17,6,12,15,1
107,"Homocysteine versus the vitamins folate, B-6, and B-12 as predictors of cognitive function and decline in older high-functioning adults: MacArthur studies of successful aging","Kado, DM; Karlamangla, AS; Huang, MH; Troen, A; Rowe, JW; Selhub, J; Seeman, TE",AMERICAN JOURNAL OF MEDICINE,2005,161,167,6,0,194,12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,22,20,15,18,15,15,15,11,8,11,8,3,7,7
108,Effects of Surgical Weight Loss on Measures of Obstructive Sleep Apnea: A Meta-Analysis,"Greenburg, David L.; Lettieri, Christopher J.; Eliasson, Arn H.",AMERICAN JOURNAL OF MEDICINE,2009,535,542,7,0,193,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,13,21,25,20,11,21,23,15,3
109,Impact of Osteoporosis Treatment Adherence on Fracture Rates in North America and Europe,"Siris, Ethel S.; Selby, Peter L.; Saag, Kenneth G.; Borgstrom, Fredrik; Herings, Ron M. C.; Silverman, Stuart L.",AMERICAN JOURNAL OF MEDICINE,2009,3,13,10,0,192,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,29,22,21,21,18,20,18,2,13,6
110,Successful Sub-Internships Promote Internal Medicine Career Choice,"Wirkner, Janine; Fetzner, Ulrich; Merk, Harry; Kasch, Richard",AMERICAN JOURNAL OF MEDICINE,2017,273,273,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
111,"Hypertension awareness, treatment, and control in chronic kidney disease","Sarafidis, Pantelis A.; Li, Suying; Chen, Shu-Cheng; Collins, Allan J.; Brown, Wendy W.; Klag, Michael J.; Bakris, George L.",AMERICAN JOURNAL OF MEDICINE,2008,332,340,8,0,188,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,16,20,19,17,11,12,12,8,16,14,7
112,Smoking Cessation Reduces Postoperative Complications: A Systematic Review and Meta-analysis,"Mills, Edward; Eyawo, Oghenowede; Lockhart, Ian; Kelly, Steven; Wu, Ping; Ebbert, Jon O.",AMERICAN JOURNAL OF MEDICINE,2011,144,144,0,0,186,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,17,22,16,28,29,34,6
113,Orthostatic hypotension in the elderly: Diagnosis and treatment,"Gupta, Vishal; Lipsitz, Lewis A.",AMERICAN JOURNAL OF MEDICINE,2007,841,847,6,0,186,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,14,18,19,14,10,18,16,22,24,2
114,Randomized controlled trial of calcium in healthy older women,"Reid, Ian R.; Mason, Barbara; Horne, Anne; Ames, Ruth; Reid, Helen E.; Bava, Usha; Bolland, Mark J.; Gamble, Gregory D.",AMERICAN JOURNAL OF MEDICINE,2006,777,785,8,0,185,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,16,18,25,11,18,18,19,11,8,5,13,8
115,Insulin resistance and the endothelium,"Hsueh, WA; Lyon, CJ; Quinones, MJ",AMERICAN JOURNAL OF MEDICINE,2004,109,117,8,0,182,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,26,16,10,10,11,15,10,12,7,6,8,5,6,3
116,"Trends in Comorbidity, Disability, and Polypharmacy in Heart Failure","Wong, Catherine Y.; Chaudhry, Sarwat I.; Desai, Mayur M.; Krumholz, Harlan M.",AMERICAN JOURNAL OF MEDICINE,2011,136,143,7,0,181,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,23,20,29,28,18,20,4
117,Ongoing Challenges with Type 2 Myocardial Infarction,"Sandoval, Yader; Smith, Stephen W.; Apple, Fred S.",AMERICAN JOURNAL OF MEDICINE,2016,155,155,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
118,The obesity hypoventilation syndrome,"Olson, AL; Zwillich, C",AMERICAN JOURNAL OF MEDICINE,2005,948,956,8,0,181,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,22,11,14,9,13,12,15,13,11,13,10,9,2
119,Grill-Cleaning Wire Brush Bristle Ingestion: Two Cases and Review of Literature with Focus on Diagnostic Approach,"Zafar, Abdul Mueed; Chiang, Florence L.; Fazal, Zanira; Bass, Isabel S.",AMERICAN JOURNAL OF MEDICINE,2016,61,63,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
120,Complications Associated with Sickle Cell Trait: A Brief Narrative Review,"Tsaras, Geoffrey; Owusu-Ansah, Amma; Boateng, Freda Owusua; Amoateng-Adjepong, Yaw",AMERICAN JOURNAL OF MEDICINE,2009,507,512,5,0,180,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,28,11,19,28,10,14,18,14,4
121,Abdominal obesity: Role in the pathophysiology of metabolic disease and cardiovascular risk,"Bergman, Richard N.; Kim, Stella P.; Hsu, Isabel R.; Catalano, Karyn J.; Chiu, Jenny D.; Kabir, Morvarid; Richey, Joyce M.; Ader, Marilyn",AMERICAN JOURNAL OF MEDICINE,2007,3,8,5,0,180,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,23,32,14,18,15,11,6,12,8,7,8,8
